screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users
mew942,Mew 942,2802657993,612046062883311618,/mew942/status/612046062883311618,2015-06-19 23:55:27,1434758127,Illegale Pelzfarm Wesenberg-Zirtow http://ln.is/www.youtube.com/qJPXs … #FurFreeFriday,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""de""><strong>Illegale</strong> Pelzfarm Wesenberg-Zirtow <a class=""twitter-timeline-link"" data-expanded-url=""http://ln.is/www.youtube.com/qJPXs"" dir=""ltr"" href=""http://t.co/AMwA3KwQCj"" rel=""nofollow noopener"" target=""_blank"" title=""http://ln.is/www.youtube.com/qJPXs""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">ln.is/www.youtube.co</span><span class=""invisible"">m/qJPXs</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FurFreeFriday?src=hash""><s>#</s><b>FurFreeFriday</b></a></p>",['http://ln.is/www.youtube.com/qJPXs'],['FurFreeFriday'],False,[],,0,0,0,False,False,,[]
JahnMichael,Michael Jahn,325181503,612030023424315392,/JahnMichael/status/612030023424315392,2015-06-19 22:51:43,1434754303,"Ungarn hat angekündigt, seine Grenze mit einem Zaun gegen illegale Einwanderer zu sichern. Nun ist die Empörung... http://fb.me/4vcBg1JUT ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""de"">Ungarn hat angekündigt, seine Grenze mit einem Zaun gegen <strong>illegale</strong> Einwanderer zu sichern. Nun ist die Empörung... <a class=""twitter-timeline-link"" data-expanded-url=""http://fb.me/4vcBg1JUT"" dir=""ltr"" href=""http://t.co/XtHgD495ss"" rel=""nofollow noopener"" target=""_blank"" title=""http://fb.me/4vcBg1JUT""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">fb.me/4vcBg1JUT</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['http://fb.me/4vcBg1JUT'],[],False,[],,0,0,0,False,False,,[]
Lelivia1,Lelivia1,457642407,612025352844648448,/Lelivia1/status/612025352844648448,2015-06-19 22:33:09,1434753189,Ex-Muslime gegen die Islamisierung des Abendlandes http://fb.me/23NhEdVPX ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""de"">Ex-Muslime gegen die <strong>Islamisierung</strong> des Abendlandes <a class=""twitter-timeline-link"" data-expanded-url=""http://fb.me/23NhEdVPX"" dir=""ltr"" href=""http://t.co/ZDzvrlPDzC"" rel=""nofollow noopener"" target=""_blank"" title=""http://fb.me/23NhEdVPX""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">fb.me/23NhEdVPX</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['http://fb.me/23NhEdVPX'],[],False,[],,0,0,0,False,False,,[]
ORF_TVthek,ORF TVthek,934217983,612024567981338624,/ORF_TVthek/status/612024567981338624,2015-06-19 22:30:02,1434753002,"Illegale Giftmüll-Deponie bei Neapel |
Ermittler haben die größte Deponie entdeckt, die es ... http://tvthek.orf.at/programs/1225-ZIB-24/episodes/10024744-ZIB-24/10024892-Illegale-Giftmuell-Deponie-bei-Neapel …pic.twitter.com/qoFTFPwx4l","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""de""><strong>Illegale</strong> Giftmüll-Deponie bei Neapel |
Ermittler haben die größte Deponie entdeckt, die es ... <a class=""twitter-timeline-link"" data-expanded-url=""http://tvthek.orf.at/programs/1225-ZIB-24/episodes/10024744-ZIB-24/10024892-Illegale-Giftmuell-Deponie-bei-Neapel"" dir=""ltr"" href=""http://t.co/895OyXOx2Q"" rel=""nofollow noopener"" target=""_blank"" title=""http://tvthek.orf.at/programs/1225-ZIB-24/episodes/10024744-ZIB-24/10024892-Illegale-Giftmuell-Deponie-bei-Neapel""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">tvthek.orf.at/programs/1225-</span><span class=""invisible"">ZIB-24/episodes/10024744-ZIB-24/10024892-Illegale-Giftmuell-Deponie-bei-Neapel</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""http://t.co/qoFTFPwx4l"">pic.twitter.com/qoFTFPwx4l</a></p>",['http://tvthek.orf.at/programs/1225-ZIB-24/episodes/10024744-ZIB-24/10024892-Illegale-Giftmuell-Deponie-bei-Neapel'],[],True,['https://pbs.twimg.com/media/CH5ZGhIWoAA1bRM.jpg'],,0,0,0,False,False,,[]
hhartmann259,Holger Hartmann,1514334200,612016209656193024,/hhartmann259/status/612016209656193024,2015-06-19 21:56:49,1434751009,http://m.bild.de/regional/stuttgart/fluechtling/rentner-verlieren-gartengrundstueck-41377248.bildMobile.html … / Bild weiß wieder Bescheid! Die illegale Flüchtlingsindustrie der Hundesrepublik!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""de""><a class=""twitter-timeline-link"" data-expanded-url=""http://m.bild.de/regional/stuttgart/fluechtling/rentner-verlieren-gartengrundstueck-41377248.bildMobile.html"" dir=""ltr"" href=""http://t.co/Fw3q4KMt21"" rel=""nofollow noopener"" target=""_blank"" title=""http://m.bild.de/regional/stuttgart/fluechtling/rentner-verlieren-gartengrundstueck-41377248.bildMobile.html""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">m.bild.de/regional/stutt</span><span class=""invisible"">gart/fluechtling/rentner-verlieren-gartengrundstueck-41377248.bildMobile.html</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> / Bild weiß wieder Bescheid! Die <strong>illegale</strong> Flüchtlingsindustrie der Hundesrepublik!</p>",['http://m.bild.de/regional/stuttgart/fluechtling/rentner-verlieren-gartengrundstueck-41377248.bildMobile.html'],[],False,[],,0,0,0,False,False,,[]
vs22iphone,V.S,831054733,612011318481133568,/vs22iphone/status/612011318481133568,2015-06-19 21:37:23,1434749843,Serbien “geschockt” über Ungarns Zaun gegen illegale Einwanderung http://flip.it/bmye9 ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""de"">Serbien “geschockt” über Ungarns Zaun gegen <strong>illegale</strong> Einwanderung <a class=""twitter-timeline-link"" data-expanded-url=""http://flip.it/bmye9"" dir=""ltr"" href=""http://t.co/VJng6ZS7l6"" rel=""nofollow noopener"" target=""_blank"" title=""http://flip.it/bmye9""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">flip.it/bmye9</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['http://flip.it/bmye9'],[],False,[],,0,0,0,False,False,,[]
Asansoer35,Claus-Dieter Stille,229785547,612000333737275392,/Asansoer35/status/612000333737275392,2015-06-19 20:53:44,1434747224,Serbien “geschockt” über Ungarns Zaun gegen illegale Einwanderung http://fb.me/7ruiNpyBx ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""de"">Serbien “geschockt” über Ungarns Zaun gegen <strong>illegale</strong> Einwanderung <a class=""twitter-timeline-link"" data-expanded-url=""http://fb.me/7ruiNpyBx"" dir=""ltr"" href=""http://t.co/jQLeWXFrps"" rel=""nofollow noopener"" target=""_blank"" title=""http://fb.me/7ruiNpyBx""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">fb.me/7ruiNpyBx</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['http://fb.me/7ruiNpyBx'],[],False,[],,0,0,0,False,False,,[]
bob_0211,Lucas🔮🦑🌋,2773475341,611995869735469056,/bob_0211/status/611995869735469056,2015-06-19 20:36:00,1434746160,"@dagibee  du Neger
Mein Geld bekommst du nicht","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""de""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""891783582"" dir=""ltr"" href=""/dagibee""><s>@</s><b>dagibee</b></a>  du <strong>Neger</strong>
Mein Geld bekommst du nicht</p>",[],[],False,[],,0,0,0,False,True,611906661507276800,"[{'screen_name': 'dagibee', 'user_id': '891783582'}]"
MrsLiviLiv,Jacquelyne Miller,1966248200,611994765891108868,/MrsLiviLiv/status/611994765891108868,2015-06-19 20:31:37,1434745897,@Fraencis Arbeite bei der Börsenaufsicht und dank griechenland haben wir 24h Doppelbesetzung um illegale Abflüge anzufangen.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""de""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""154790511"" dir=""ltr"" href=""/Fraencis""><s>@</s><b>Fraencis</b></a> Arbeite bei der Börsenaufsicht und dank griechenland haben wir 24h Doppelbesetzung um <strong>illegale</strong> Abflüge anzufangen.</p>",[],[],False,[],,0,0,1,True,True,611992967826513920,"[{'screen_name': 'Fraencis', 'user_id': '154790511'}]"
OliverScheiber1,Oliver Scheiber,2178942570,611990477047472128,/OliverScheiber1/status/611990477047472128,2015-06-19 20:14:34,1434744874,"Umwelthorror bei Neapel: größte illegale Mülldeponie Europas entdeckt,Mafia-betrieben, Krebsrate 80% über dem Schnitt http://orf.at/stories/2284685/2284703/ …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""de"">Umwelthorror bei Neapel: größte <strong>illegale</strong> Mülldeponie Europas entdeckt,Mafia-betrieben, Krebsrate 80% über dem Schnitt <a class=""twitter-timeline-link"" data-expanded-url=""http://orf.at/stories/2284685/2284703/"" dir=""ltr"" href=""http://t.co/hvoxFgprsO"" rel=""nofollow noopener"" target=""_blank"" title=""http://orf.at/stories/2284685/2284703/""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">orf.at/stories/228468</span><span class=""invisible"">5/2284703/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['http://orf.at/stories/2284685/2284703/'],[],False,[],,1,3,0,False,False,,[]
